,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD,TD,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD_RANK,TD_RANK,CFID,CFPARAMS
58,1627741,Buddy Hield,Buddy,1610612754,IND,29.0,62,22,40,0.355,29.8,5.2,13.1,0.399,3.3,9.0,0.37,1.4,1.6,0.871,0.7,3.4,4.2,2.3,1.6,0.9,0.3,0.6,2.1,1.1,15.2,-2.0,25.4,0,0,1,209,11,449,102,98,72,411,4,5,155,166,206,75,239,144,177,154,103,146,284,125,160,291,87,411,118,226,34,5,"1627741,1610612754"
59,1629604,CJ Elleby,CJ,1610612757,POR,21.0,37,15,22,0.405,15.6,1.6,4.2,0.389,0.5,1.8,0.265,0.6,0.8,0.8,0.9,2.1,3.0,1.1,0.5,0.6,0.2,0.1,1.7,0.8,4.4,-2.3,11.6,0,0,298,291,176,404,340,385,358,438,351,325,409,346,368,201,201,319,285,309,408,274,321,456,256,359,385,443,364,226,34,5,"1629604,1610612757"
60,203468,CJ McCollum,CJ,1610612740,NOP,30.0,43,18,25,0.419,35.3,8.5,18.8,0.452,3.1,8.0,0.392,1.7,2.3,0.724,1.0,3.5,4.5,4.7,2.0,1.1,0.5,0.9,2.1,2.4,21.7,-2.1,36.9,2,0,237,261,131,390,18,20,16,249,7,16,96,139,130,333,186,135,147,51,72,70,148,33,168,104,26,425,40,119,34,5,"203468,1610612740"
61,101139,CJ Miles,CJ,1610612738,BOS,34.0,1,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,0.0,0,0,571,520,569,1,581,562,583,562,492,544,492,520,526,520,543,567,572,548,546,525,498,512,433,542,566,544,584,226,34,5,"101139,1610612738"
62,1630595,Cade Cunningham,Cade,1610612765,DET,20.0,47,14,33,0.298,31.7,6.1,15.3,0.396,1.9,6.1,0.319,2.0,2.3,0.844,0.9,4.6,5.5,5.1,3.5,1.2,0.7,1.1,3.1,2.1,16.0,-5.7,32.5,6,2,197,315,43,492,76,72,45,418,83,55,308,107,124,130,194,73,91,44,10,46,99,20,18,122,75,556,67,71,12,5,"1630595,1610612765"
63,1628997,Caleb Martin,Caleb,1610612748,MIA,26.0,47,30,17,0.638,23.0,3.6,7.0,0.509,1.0,2.6,0.372,1.2,1.6,0.743,1.3,2.7,4.0,1.0,0.8,1.0,0.4,0.3,1.7,1.5,9.2,1.5,19.0,1,0,197,90,285,138,210,183,207,118,218,242,151,213,218,308,123,230,196,329,283,106,170,272,271,201,190,149,210,159,34,5,"1628997,1610612748"
64,1629629,Cam Reddish,Cam,1610612752,NYK,22.0,45,18,27,0.4,20.7,3.4,8.6,0.398,1.4,3.9,0.36,2.1,2.3,0.913,0.5,1.6,2.1,1.0,1.2,1.0,0.3,0.5,1.2,1.6,10.3,-4.8,17.0,0,0,219,261,101,409,239,188,160,413,146,154,191,94,128,43,365,372,379,338,171,113,267,157,402,183,159,537,246,226,34,5,"1629629,1610612752"
65,1630560,Cam Thomas,Cam,1610612751,BKN,20.0,51,22,29,0.431,19.8,3.8,8.7,0.438,0.8,3.1,0.272,1.4,1.7,0.824,0.2,2.4,2.6,1.4,0.9,0.5,0.1,0.5,1.0,1.3,9.9,-1.8,16.2,0,0,131,209,82,376,259,162,155,294,248,201,404,176,199,165,497,291,339,259,261,284,421,182,430,244,175,401,261,226,34,5,"1630560,1610612751"
66,1629661,Cameron Johnson,Cameron,1610612756,PHX,25.0,58,46,12,0.793,26.3,4.2,9.1,0.465,2.5,5.8,0.432,1.3,1.6,0.867,0.6,3.5,4.1,1.5,0.6,0.8,0.2,0.4,1.7,1.5,12.3,4.1,22.0,0,0,26,3,369,46,156,142,148,212,39,64,37,182,221,85,284,139,182,239,369,154,323,213,248,204,128,46,163,226,34,5,"1629661,1610612756"
67,1630787,Cameron McGriff,Cameron,1610612757,POR,24.0,3,0,3,0.0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.3,0.0,2.3,0.7,4.7,2.7,13.2,0,0,523,565,491,565,342,381,332,492,296,299,257,338,407,1,48,191,114,338,546,525,245,512,112,400,376,81,326,226,34,5,"1630787,1610612757"
68,1628419,Cameron Oliver,Cameron,1610612737,ATL,25.0,2,1,1,0.5,21.7,5.0,7.5,0.667,0.5,1.5,0.333,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.0,0.5,0.5,0.0,2.5,1.0,11.5,-1.0,20.4,0,0,545,520,535,286,227,103,193,20,343,357,257,255,226,399,169,330,286,233,546,310,136,512,75,317,140,340,188,226,34,5,"1628419,1610612737"
69,1626166,Cameron Payne,Cameron,1610612756,PHX,27.0,40,33,7,0.825,20.4,4.0,9.8,0.404,1.1,3.4,0.336,1.4,1.7,0.864,0.4,2.4,2.8,3.6,1.8,0.6,0.3,0.6,1.9,1.6,10.5,1.9,20.0,0,0,277,48,433,34,247,155,132,397,181,190,250,164,203,91,397,293,316,85,85,272,274,119,214,189,156,129,196,226,34,5,"1626166,1610612756"
70,1627747,Caris LeVert,Caris,1610612739,CLE,27.0,43,17,26,0.395,31.1,7.0,15.8,0.443,1.5,4.7,0.32,2.7,3.5,0.76,0.7,2.9,3.6,4.4,1.9,1.0,0.4,1.0,2.3,3.1,18.2,-0.8,31.4,1,0,237,270,116,416,84,41,41,283,132,116,304,68,57,261,248,204,222,59,78,114,172,29,127,63,51,327,75,159,34,5,"1627747,1610612739"
71,1630637,Carlik Jones,Carlik,1610612743,DEN,24.0,5,3,2,0.6,4.7,0.2,1.8,0.111,0.0,0.2,0.0,0.4,0.4,1.0,0.2,0.4,0.6,1.0,0.6,0.2,0.0,0.0,0.0,0.2,0.8,-4.0,3.0,0,0,506,481,508,181,543,553,514,558,492,513,492,424,473,1,505,554,555,338,370,478,498,512,569,524,549,514,542,226,34,5,"1630637,1610612743"
72,2546,Carmelo Anthony,Carmelo,1610612747,LAL,37.0,52,24,28,0.462,26.6,4.6,10.5,0.439,2.3,6.0,0.39,2.0,2.4,0.829,0.9,3.3,4.2,1.0,0.9,0.7,0.8,0.3,2.3,1.8,13.5,1.0,23.9,1,0,119,170,92,344,153,124,119,292,52,59,98,106,121,161,205,159,175,331,264,198,61,355,126,164,109,190,136,159,34,5,"2546,1610612747"
73,1630199,Cassius Stanley,Cassius,1610612765,DET,22.0,9,3,6,0.333,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.1,1.1,1.0,0.6,1.6,2.1,0.4,0.7,0.6,0.2,0.2,1.9,1.3,5.8,-1.7,10.6,0,0,471,481,447,462,307,336,303,373,357,319,436,229,305,1,314,381,379,475,342,278,334,384,210,233,331,394,377,226,34,5,"1630199,1610612765"
74,1630216,Cassius Winston,Cassius,1610612764,WAS,24.0,5,1,4,0.2,5.4,0.6,1.2,0.5,0.4,1.0,0.4,0.4,0.4,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.4,0.4,2.0,-0.8,3.3,0,0,506,520,475,536,527,517,547,125,367,405,74,424,473,1,543,567,572,338,524,525,498,512,342,474,495,325,538,226,34,5,"1630216,1610612764"
75,1627760,Cat Barber,Cat,1610612737,ATL,27.0,3,0,3,0.0,4.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.3,0.0,0.0,0.3,0.3,1.0,0.0,3.7,2.4,0,0,523,565,491,565,547,562,537,562,492,544,492,520,258,520,440,523,512,338,473,525,498,274,543,317,566,56,553,226,34,5,"1627760,1610612737"
76,1626224,Cedi Osman,Cedi,1610612739,CLE,26.0,49,31,18,0.633,23.1,3.9,9.1,0.424,2.1,5.7,0.366,1.4,2.1,0.65,0.4,1.9,2.3,2.1,1.0,0.9,0.2,0.4,1.9,1.7,11.2,0.7,19.1,0,0,163,73,257,145,206,159,146,335,70,67,171,177,147,416,400,349,365,177,209,145,386,215,207,168,146,211,209,226,34,5,"1626224,1610612739"
77,1628990,Chandler Hutchison,Chandler,1610612756,PHX,25.0,6,4,2,0.667,3.7,0.2,0.3,0.5,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.8,0.8,0.3,0.7,0.0,0.0,0.0,0.2,0.2,0.7,2.5,1.5,0,0,496,466,508,98,554,554,581,125,492,544,492,450,489,1,543,507,541,497,342,525,498,512,565,529,551,92,571,226,34,5,"1628990,1610612756"
78,1629646,Charles Bassey,Charles,1610612755,PHI,21.0,23,11,12,0.478,7.3,1.3,2.0,0.638,0.0,0.2,0.0,0.4,0.5,0.75,1.0,1.7,2.7,0.3,0.3,0.2,0.7,0.1,1.4,0.6,3.0,-1.5,9.2,1,0,398,380,369,327,496,427,493,34,492,518,492,431,437,274,187,361,320,515,471,471,73,462,347,425,457,377,408,159,34,5,"1629646,1610612755"
79,1629718,Charlie Brown Jr.,Charlie,1610612755,PHI,25.0,19,14,5,0.737,9.1,0.5,2.1,0.256,0.1,0.6,0.083,0.5,0.5,0.9,0.7,0.9,1.7,0.3,0.3,0.5,0.2,0.3,0.9,0.4,1.6,-1.1,6.0,0,0,415,315,458,60,469,524,492,538,478,453,491,397,435,49,242,501,445,511,509,296,343,348,464,468,524,354,486,226,34,5,"1629718,1610612755"
80,1630602,Chaundee Brown Jr.,Chaundee,1610612737,ATL,23.0,5,1,4,0.2,20.7,2.0,6.4,0.313,1.2,3.6,0.333,1.0,1.2,0.833,0.2,3.0,3.2,0.8,0.2,0.4,0.0,0.6,1.4,0.8,6.2,-4.0,12.2,0,0,506,520,475,536,240,341,232,522,169,170,257,255,286,145,505,191,267,394,524,373,498,109,342,365,311,514,348,226,34,5,"1630602,1610612737"
81,1627767,Cheick Diallo,Cheick,1610612765,DET,25.0,3,0,3,0.0,10.2,1.0,2.7,0.375,0.0,0.0,0.0,1.7,2.0,0.833,1.3,2.7,4.0,0.0,0.3,0.3,0.0,0.3,2.0,1.3,3.7,-11.0,9.1,0,0,523,565,491,565,449,466,462,461,492,544,492,136,154,145,109,240,191,548,473,401,498,274,181,233,415,589,412,226,34,5,"1627767,1610612765"
82,1629002,Chimezie Metu,Chimezie,1610612758,SAC,24.0,42,16,26,0.381,22.2,3.4,7.8,0.436,1.0,3.4,0.28,1.2,1.6,0.773,0.7,5.2,5.9,1.1,1.0,0.8,0.6,0.5,1.4,1.5,9.0,-2.3,20.9,5,0,255,286,116,430,220,191,182,301,220,189,395,201,220,235,262,55,74,307,214,150,118,135,333,217,196,441,179,78,34,5,"1629002,1610612758"
83,1628449,Chris Boucher,Chris,1610612761,TOR,29.0,58,33,25,0.569,20.1,3.1,6.7,0.467,0.8,2.7,0.286,1.9,2.5,0.767,2.1,3.7,5.8,0.3,0.6,0.6,1.0,0.4,2.2,2.2,9.0,2.2,20.6,6,0,26,48,131,227,251,217,218,205,271,235,381,110,110,246,44,124,78,507,376,246,44,195,142,120,197,106,183,71,34,5,"1628449,1610612761"
84,1629185,Chris Chiozza,Chris,1610612744,GSW,26.0,26,18,8,0.692,10.7,0.7,2.5,0.292,0.6,1.7,0.372,0.0,0.0,1.0,0.3,0.8,1.2,1.8,0.8,0.3,0.0,0.2,0.9,0.4,2.1,-0.5,6.4,0,0,377,261,421,79,433,506,468,531,311,345,149,519,525,1,460,506,506,209,274,396,498,403,471,467,493,305,473,226,34,5,"1629185,1610612744"
85,1630537,Chris Duarte,Chris,1610612754,IND,24.0,52,20,32,0.385,28.3,4.9,11.4,0.434,1.7,4.7,0.365,1.7,2.1,0.796,0.7,3.4,4.1,2.2,1.7,1.1,0.2,0.7,1.7,2.1,13.3,-0.8,23.4,0,0,119,232,54,424,129,110,101,311,104,118,173,138,149,211,245,152,188,168,96,73,361,93,262,131,114,329,141,226,34,5,"1630537,1610612754"
86,101108,Chris Paul,Chris,1610612756,PHX,36.0,58,48,10,0.828,33.0,5.6,11.5,0.487,1.0,3.1,0.33,2.7,3.2,0.843,0.3,4.2,4.5,10.7,2.4,1.9,0.3,0.2,2.0,3.2,14.9,7.2,40.4,31,2,26,2,394,33,55,89,98,157,198,199,285,65,71,133,477,93,155,1,52,6,268,394,178,60,90,5,29,8,12,5,"101108,1610612756"
87,1629735,Chris Silva,Chris,1610612748,MIA,25.0,10,7,3,0.7,9.1,0.8,1.5,0.533,0.0,0.0,0.0,1.0,1.2,0.833,1.3,2.3,3.6,0.7,0.8,0.0,0.1,0.3,2.0,1.3,2.6,-2.9,7.5,0,0,465,425,491,69,467,500,527,89,492,544,492,255,286,145,114,300,227,409,293,525,450,310,181,246,480,470,445,226,34,5,"1629735,1610612748"
88,1626174,Christian Wood,Christian,1610612745,HOU,26.0,56,15,41,0.268,30.9,6.4,13.3,0.485,1.8,4.9,0.372,2.8,4.8,0.596,1.8,8.4,10.1,2.2,1.9,0.8,0.9,0.8,2.5,4.6,17.6,-6.8,36.1,27,0,54,291,8,507,87,59,70,165,93,108,147,59,36,455,67,8,14,164,80,181,51,53,72,23,57,576,46,17,34,5,"1626174,1610612745"
89,1629643,Chuma Okeke,Chuma,1610612753,ORL,23.0,51,14,37,0.275,24.0,3.1,7.9,0.39,1.5,4.8,0.321,0.8,0.9,0.848,0.7,4.0,4.7,1.6,0.8,1.5,0.6,0.2,1.3,1.0,8.5,-4.4,22.0,2,0,131,315,19,502,195,224,175,437,129,111,303,315,340,123,262,104,134,223,310,24,113,399,369,313,216,529,164,119,34,5,"1629643,1610612753"
90,203991,Clint Capela,Clint,1610612737,ATL,27.0,52,26,26,0.5,27.9,4.8,8.2,0.59,0.0,0.0,0.0,1.1,2.3,0.467,3.7,8.4,12.1,1.3,0.6,0.7,1.4,0.6,2.2,1.9,10.7,1.0,32.8,24,0,119,133,116,286,137,114,173,54,492,542,492,234,123,501,5,9,4,261,373,219,17,130,136,144,152,177,62,19,34,5,"203991,1610612737"
91,1629632,Coby White,Coby,1610612741,CHI,22.0,42,26,16,0.619,28.3,4.9,11.0,0.448,2.4,5.9,0.402,1.5,1.8,0.844,0.3,2.8,3.1,2.9,1.2,0.5,0.2,0.5,2.3,1.6,13.8,0.1,22.8,1,0,255,133,307,161,133,112,106,271,48,60,73,150,175,129,458,224,279,110,172,342,325,135,112,192,106,251,151,159,34,5,"1629632,1610612741"
92,1628998,Cody Martin,Cody,1610612766,CHA,26.0,52,28,24,0.538,26.8,3.0,6.4,0.464,1.0,2.3,0.41,1.1,1.6,0.671,1.2,2.9,4.1,2.5,0.9,1.3,0.5,0.5,1.7,1.7,8.0,-0.1,21.1,0,0,119,108,142,258,152,239,233,216,216,267,56,234,204,397,130,202,187,135,250,35,149,177,246,176,238,268,177,226,34,5,"1628998,1610612766"
93,203469,Cody Zeller,Cody,1610612757,POR,29.0,27,13,14,0.481,13.1,1.9,3.3,0.567,0.0,0.1,0.0,1.4,1.8,0.776,1.9,2.8,4.6,0.8,0.7,0.3,0.2,0.5,2.1,1.6,5.2,-1.0,12.8,0,0,370,334,343,323,389,358,421,66,492,523,492,169,177,233,62,221,136,390,330,434,334,154,165,199,352,353,335,226,34,5,"203469,1610612757"
94,1630175,Cole Anthony,Cole,1610612753,ORL,21.0,48,13,35,0.271,32.8,6.0,15.1,0.396,2.1,6.4,0.334,3.4,4.0,0.855,0.6,5.1,5.7,5.8,2.9,0.8,0.3,0.7,2.7,3.5,17.5,-3.1,33.6,7,0,180,334,28,503,61,74,48,420,67,46,255,40,49,111,299,56,81,27,28,150,296,80,42,52,59,479,58,64,34,5,"1630175,1610612753"
95,1629012,Collin Sexton,Collin,1610612739,CLE,23.0,11,7,4,0.636,28.8,6.2,13.7,0.45,1.0,4.1,0.244,2.6,3.5,0.744,1.2,2.1,3.3,2.1,2.8,0.9,0.0,1.5,2.3,3.9,16.0,-2.7,23.0,0,0,458,425,475,141,123,66,63,259,203,145,432,69,56,307,132,323,259,174,32,128,498,4,129,36,76,464,149,226,34,5,"1629012,1610612739"
96,1630557,Corey Kispert,Corey,1610612764,WAS,22.0,55,23,32,0.418,20.3,2.5,5.8,0.431,1.1,3.4,0.319,0.7,0.8,0.889,0.7,1.9,2.6,1.0,0.6,0.4,0.3,0.3,1.1,0.6,6.8,1.4,12.8,0,0,71,190,54,391,248,294,270,318,188,187,310,324,362,56,247,351,331,353,362,379,282,352,423,423,282,156,336,226,34,5,"1630557,1610612764"
97,202709,Cory Joseph,Cory,1610612765,DET,30.0,50,13,37,0.26,24.5,2.8,6.2,0.449,1.0,2.4,0.424,1.5,1.7,0.859,0.4,2.1,2.6,3.8,1.4,0.7,0.3,0.3,2.2,1.8,8.1,-3.5,18.3,0,0,149,334,19,511,184,256,247,265,203,264,42,160,194,100,379,318,336,76,126,225,293,310,146,154,229,499,223,226,34,5,"202709,1610612765"
98,1628591,Craig Sword,Craig,1610612764,WAS,28.0,3,1,2,0.333,6.3,1.0,1.3,0.75,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,0.0,0.0,2.3,0.0,2.0,0.3,6.2,0,0,523,520,508,462,512,466,537,7,492,490,492,520,526,520,543,567,572,497,473,32,498,512,112,542,495,232,476,226,34,5,"1628591,1610612764"
99,1626156,D'Angelo Russell,D'Angelo,1610612750,MIN,26.0,48,28,20,0.583,32.3,6.6,15.9,0.418,3.0,8.5,0.353,3.1,3.8,0.813,0.4,3.1,3.5,6.9,2.6,0.9,0.5,0.4,2.2,3.6,19.4,4.0,35.3,10,0,180,108,211,208,68,49,38,355,12,6,202,50,51,176,411,185,240,16,44,134,164,206,145,47,38,51,48,48,34,5,"1626156,1610612750"
100,201571,D.J. Augustin,D.J.,1610612745,HOU,34.0,34,9,25,0.265,15.0,1.6,4.0,0.404,1.1,2.8,0.406,1.0,1.1,0.868,0.2,1.0,1.2,2.2,1.3,0.3,0.0,0.1,0.5,0.8,5.4,-3.5,9.6,0,0,321,406,131,509,354,391,367,395,178,221,66,271,303,82,504,483,499,165,141,435,498,444,514,368,346,498,397,226,34,5,"201571,1610612745"
101,1628391,D.J. Wilson,D.J.,1610612761,TOR,26.0,4,2,2,0.5,13.5,2.8,3.8,0.733,0.0,0.5,0.0,2.0,2.5,0.8,0.3,3.8,4.0,1.3,0.5,1.3,0.3,0.3,1.5,1.3,7.5,-4.0,18.2,0,0,516,493,508,286,385,262,387,10,492,467,492,99,111,201,482,120,191,281,413,41,310,355,312,258,257,514,226,226,34,5,"1628391,1610612761"
102,1629610,DaQuan Jeffries,DaQuan,1610612763,MEM,24.0,3,3,0,1.0,2.9,0.3,0.7,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.7,-1.0,2.0,0,0,523,481,569,1,567,542,570,125,492,490,492,520,526,520,543,523,548,497,546,525,498,512,543,542,551,340,565,226,34,5,"1629610,1610612763"
103,1630227,Daishen Nix,Daishen,1610612745,HOU,20.0,8,1,7,0.125,8.4,1.6,2.5,0.65,0.4,0.9,0.429,0.1,0.4,0.333,0.1,1.1,1.3,1.3,1.1,0.9,0.0,0.1,0.4,0.5,3.8,-0.5,8.6,0,0,481,520,433,558,480,388,468,27,372,431,40,509,480,516,526,470,495,281,184,141,498,465,537,447,413,297,421,226,34,5,"1630227,1610612745"
104,1629751,Dakota Mathias,Dakota,1610612763,MEM,26.0,6,5,1,0.833,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.2,0.0,0.0,0.2,0.0,1.0,-1.8,2.2,0,0,496,452,535,32,577,542,551,506,384,405,257,520,526,520,543,559,567,541,546,492,498,512,565,542,541,407,557,226,34,5,"1629751,1610612763"
105,1630625,Dalano Banton,Dalano,1610612761,TOR,22.0,50,28,22,0.56,11.7,1.4,3.5,0.409,0.2,0.9,0.261,0.4,0.7,0.618,0.6,1.5,2.1,1.6,1.0,0.5,0.2,0.3,1.1,0.6,3.5,0.6,9.5,0,0,149,108,176,235,421,409,408,380,422,428,414,418,405,439,285,393,383,227,239,310,391,310,404,422,430,215,402,226,34,5,"1630625,1610612761"
106,1627745,Damian Jones,Damian,1610612758,SAC,26.0,40,13,27,0.325,15.0,2.4,3.8,0.636,0.1,0.4,0.333,1.3,1.8,0.743,1.3,2.5,3.8,1.1,1.0,0.3,0.7,0.3,2.1,1.5,6.2,-2.2,14.4,1,0,277,334,101,482,353,306,386,36,450,487,257,189,186,309,112,270,211,319,242,447,84,296,159,203,309,430,303,159,34,5,"1627745,1610612758"
107,203081,Damian Lillard,Damian,1610612757,POR,31.0,29,12,17,0.414,36.4,7.7,19.0,0.402,3.2,9.8,0.324,5.5,6.2,0.878,0.4,3.7,4.1,7.3,2.9,0.6,0.4,0.8,1.3,5.2,24.0,-1.0,39.9,8,0,356,359,285,394,7,28,15,404,5,3,300,9,12,63,374,128,182,13,30,266,218,60,373,16,18,352,31,56,34,5,"203081,1610612757"
108,1627814,Damion Lee,Damion,1610612744,GSW,29.0,49,34,15,0.694,20.2,2.9,6.3,0.452,1.2,3.2,0.369,0.8,1.0,0.854,0.4,2.7,3.1,1.0,0.6,0.7,0.1,0.2,1.4,1.1,7.7,1.4,14.7,0,0,163,37,322,76,249,249,239,250,172,195,156,296,331,115,400,234,277,360,356,212,449,396,339,294,243,153,294,226,34,5,"1627814,1610612744"
109,1628422,Damyean Dotson,Damyean,1610612752,NYK,27.0,2,1,1,0.5,10.3,1.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,4.0,0,0,545,520,535,286,447,466,494,125,492,467,492,520,526,520,543,483,512,454,546,525,498,160,569,542,495,150,529,226,34,5,"1628422,1610612752"
110,1629655,Daniel Gafford,Daniel,1610612764,WAS,23.0,51,23,28,0.451,20.7,3.9,5.7,0.683,0.0,0.0,0.0,1.3,1.8,0.736,2.3,3.7,6.0,1.0,0.9,0.4,1.5,0.5,2.4,2.1,9.1,-2.9,22.5,6,0,131,190,92,356,243,157,275,15,492,544,492,188,181,322,31,126,71,336,251,377,13,134,91,130,193,469,156,71,34,5,"1629655,1610612764"
111,1630187,Daniel Oturu,Daniel,1610612761,TOR,22.0,3,1,2,0.333,9.1,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.0,0.7,0.7,0.3,1.0,3.0,-8.0,7.0,0,0,523,520,508,462,468,466,494,125,492,490,492,255,199,447,440,428,447,548,546,525,97,87,543,317,457,583,458,226,34,5,"1630187,1610612761"
112,1628464,Daniel Theis,Daniel,1610612738,BOS,29.0,30,6,24,0.2,21.4,3.1,6.3,0.484,0.8,2.8,0.301,0.9,1.3,0.675,1.1,3.9,5.0,0.8,1.0,0.4,0.7,0.2,2.4,1.6,7.9,-7.0,17.4,2,0,352,440,142,536,233,227,236,166,253,222,355,284,258,394,158,111,118,400,205,358,75,377,99,189,241,578,234,119,34,5,"1628464,1610612738"
113,201568,Danilo Gallinari,Danilo,1610612737,ATL,33.0,49,24,25,0.49,23.8,3.4,8.2,0.418,1.6,4.1,0.39,2.3,2.6,0.905,0.6,3.9,4.5,1.4,0.6,0.5,0.2,0.1,1.5,2.5,10.7,1.4,19.6,0,0,163,170,131,317,197,189,172,356,119,146,99,81,104,47,320,109,150,257,363,344,351,468,319,100,151,153,203,226,34,5,"201568,1610612737"
114,201980,Danny Green,Danny,1610612755,PHI,34.0,42,24,18,0.571,22.8,2.2,5.5,0.4,1.7,4.6,0.375,0.2,0.2,0.9,0.5,1.9,2.4,1.0,0.8,1.0,0.7,0.2,1.7,0.4,6.3,2.6,14.9,0,0,255,170,257,222,212,329,284,406,103,124,137,487,508,49,362,345,352,355,280,88,91,425,252,483,304,84,292,226,34,5,"201980,1610612755"
115,1627863,Danuel House Jr.,Danuel,1610612762,UTA,28.0,28,10,18,0.357,15.7,1.8,4.5,0.405,0.9,2.4,0.368,1.1,1.3,0.811,0.4,2.1,2.5,1.1,0.8,0.4,0.4,0.3,1.1,1.0,5.6,-0.5,11.8,0,0,360,393,257,446,335,367,342,393,233,255,163,239,268,185,426,315,345,303,285,375,231,355,403,333,335,303,360,226,34,5,"1627863,1610612762"
116,1629647,Darius Bazley,Darius,1610612760,OKC,21.0,56,17,39,0.304,27.4,3.6,9.0,0.399,1.0,3.5,0.288,1.6,2.3,0.69,1.1,5.4,6.6,1.3,1.3,0.8,1.1,1.2,1.0,1.7,9.8,-6.0,24.1,5,0,54,270,13,489,144,180,150,410,201,178,378,149,133,379,143,47,61,264,142,149,28,12,461,177,177,560,134,78,34,5,"1629647,1610612760"
117,1629636,Darius Garland,Darius,1610612739,CLE,22.0,47,29,18,0.617,34.6,7.8,16.3,0.477,2.6,6.8,0.378,2.2,2.4,0.911,0.5,2.8,3.3,8.0,3.7,1.2,0.1,0.5,1.7,2.2,20.3,6.8,36.3,16,1,197,102,257,164,30,27,33,188,31,38,127,89,120,45,358,212,254,7,6,50,446,145,250,117,31,9,45,33,18,5,"1629636,1610612739"
118,201954,Darren Collison,Darren,1610612747,LAL,34.0,3,1,2,0.333,12.4,0.7,2.3,0.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.3,0.0,0.0,1.7,0.3,1.3,-4.7,4.6,0,0,523,520,508,462,402,512,482,532,492,405,492,520,526,520,543,428,488,414,473,401,498,512,273,490,529,536,515,226,34,5,"201954,1610612747"
119,1630561,David Duke Jr.,David,1610612751,BKN,22.0,21,9,12,0.429,16.2,1.9,5.1,0.361,0.4,1.8,0.243,0.8,1.0,0.81,1.4,1.8,3.2,0.8,0.4,0.7,0.3,0.5,1.7,0.9,5.0,-0.4,12.6,2,0,410,406,369,378,329,364,301,489,360,333,433,302,315,189,97,358,269,393,446,221,245,150,252,347,362,293,342,119,34,5,"1630561,1610612751"
120,1630525,David Johnson,David,1610612761,TOR,21.0,2,2,0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0,0,545,493,569,1,590,562,575,562,492,467,492,520,526,520,543,567,572,548,546,525,498,512,569,542,566,340,584,226,34,5,"1630525,1610612761"
121,1628021,David Nwaba,David,1610612745,HOU,29.0,38,5,33,0.132,13.8,1.9,4.0,0.467,0.3,1.0,0.256,1.1,1.5,0.719,0.9,2.7,3.7,0.8,0.5,0.6,0.5,0.5,1.3,1.3,5.1,-2.6,13.5,0,0,290,452,43,557,380,363,367,203,413,402,418,238,226,341,193,227,220,396,434,239,153,149,375,249,355,458,319,226,34,5,"1628021,1610612745"
